userID,itemID,prediction,Snack_Name
9,276,5.8524733,
9,319,5.8155694,
9,50,5.7902184,
9,603,5.769329,
9,98,5.5207825,
9,234,5.460689,
9,56,5.3549438,
10,514,8.032609,
10,427,7.430679,
10,318,7.238601,
10,474,7.1528306,
10,204,6.9484353,
10,216,6.90303,
10,134,6.801815,
10,174,6.7810645,
10,183,6.7755904,
10,187,6.759458,
11,216,6.376018,
11,210,6.0529237,
11,655,5.7962785,
11,88,5.744693,
11,288,5.643058,
11,202,5.590725,
11,100,5.5394773,
11,381,5.47741,
11,238,5.419176,
11,318,5.36715,
12,286,8.258646,
12,50,8.184953,
12,97,8.06045,
12,181,7.96244,
12,216,7.821242,
12,210,7.808209,
12,423,7.717752,
12,237,7.634418,
12,258,7.6202765,
12,22,7.5757194,
13,185,5.4870563,
13,436,5.277934,
13,447,5.248394,
13,569,4.930557,
13,302,4.6098437,
13,100,4.52451,
13,573,4.4593186,
13,174,4.2113657,
13,197,4.1889553,
13,563,4.141295,
14,1,8.531804,
14,50,7.5737934,
14,127,7.485426,
14,276,7.4040294,
14,13,7.3648653,
14,137,7.3512487,
14,275,7.115237,
14,154,7.068264,
14,237,7.051631,
14,919,6.973038,
15,1,8.656892,
15,294,8.536593,
15,126,8.384644,
15,742,8.201674,
15,276,8.141109,
15,282,8.088876,
15,845,7.9664564,
15,25,7.877999,
15,117,7.8568454,
15,121,7.83771,
16,174,7.504021,
16,98,7.4267845,
16,210,7.3929353,
16,204,7.276157,
16,64,7.0241885,
16,186,6.898224,
16,50,6.761763,
16,202,6.742767,
16,176,6.626133,
16,28,6.6039753,
17,100,10.590015,
17,124,9.250464,
17,288,9.147577,
17,127,9.079939,
17,14,9.001005,
17,258,8.86876,
17,50,8.589233,
17,275,8.4399185,
17,285,8.3710985,
17,300,8.307618,
18,582,8.221886,
18,238,7.8206453,
18,69,7.6802344,
18,204,7.5901914,
18,428,7.50089,
18,655,7.373501,
18,483,7.35839,
18,735,7.1506743,
18,275,7.136706,
18,507,6.9045205,
19,56,9.328866,
19,98,9.324753,
19,168,8.909423,
19,286,8.733371,
19,210,8.532816,
19,302,8.467021,
19,216,8.448647,
19,204,8.362827,
19,300,8.274437,
19,269,8.268768,
20,1,9.378528,
20,117,8.768239,
20,237,8.610489,
20,222,8.531158,
20,15,8.483313,
20,71,8.189611,
20,125,8.127661,
20,127,8.003877,
20,96,7.9889393,
20,25,7.9413843,
21,413,9.99534,
21,672,9.36604,
21,567,8.979019,
21,7,8.1921625,
21,441,8.120519,
21,859,7.4831214,
21,294,7.2992964,
21,264,7.2563543,
21,358,6.8565745,
21,260,6.678996,
22,210,7.341962,
22,82,6.0397277,
22,403,5.9761143,
22,202,5.893319,
22,228,5.775176,
22,232,5.748842,
22,393,5.627859,
22,62,5.436174,
22,29,5.4167504,
22,174,5.4117126,
23,168,8.389941,
23,210,8.317629,
23,173,8.18299,
23,174,8.073105,
23,1,7.8646646,
23,179,7.8136897,
23,228,7.797958,
23,69,7.7669168,
23,169,7.6553054,
23,318,7.4996104,
24,50,7.998504,
24,288,7.9297447,
24,204,7.748559,
24,100,7.6501937,
24,168,7.6410313,
24,181,7.6012163,
24,1,7.525786,
24,216,7.5113564,
24,318,7.3882,
24,210,7.3494735,
25,1,8.091415,
25,191,7.906969,
25,173,7.7893143,
25,172,7.783787,
25,168,7.686503,
25,496,7.5765505,
25,483,7.572079,
25,514,7.399139,
25,222,7.362623,
25,71,7.3320513,
26,237,10.040802,
26,298,9.29168,
26,742,9.112672,
26,118,9.099309,
26,323,8.764433,
26,289,8.718873,
26,269,8.615926,
26,245,8.554002,
26,282,8.367824,
26,546,8.314859,
27,7,8.551173,
27,273,8.1995735,
27,118,8.156708,
27,117,8.144783,
27,546,7.892478,
27,276,7.752179,
27,282,7.638564,
27,293,7.5936503,
27,405,7.4914427,
27,237,7.481422,
28,183,9.637775,
28,181,8.783826,
28,185,8.73163,
28,288,8.598006,
28,672,8.4213505,
28,121,8.045107,
28,436,8.004017,
28,172,7.9680567,
28,127,7.9430676,
28,184,7.7373457,
29,258,9.194593,
29,327,8.645384,
29,288,8.310757,
29,340,8.243576,
29,313,8.204052,
29,333,8.023643,
29,271,8.021876,
29,268,7.9301715,
29,322,7.577789,
29,690,7.5102663,
30,300,9.1979685,
30,271,8.585749,
30,748,8.523144,
30,50,8.473583,
30,751,8.378839,
30,288,8.195271,
30,269,8.039237,
30,328,8.024647,
30,343,7.600527,
30,323,7.4749007,
31,286,7.157466,
31,482,6.7572446,
31,603,6.7524033,
31,641,6.6674385,
31,661,6.639898,
31,242,6.474876,
31,657,6.4090905,
31,513,6.4058304,
31,327,6.400455,
31,514,6.3779697,
32,50,10.687223,
32,258,10.679789,
32,121,10.503469,
32,1,10.432357,
32,257,10.388983,
32,300,10.15347,
32,222,10.113643,
32,100,10.067861,
32,237,9.849069,
32,117,9.735586,
33,300,10.337159,
33,748,9.204771,
33,895,8.482332,
33,358,8.394677,
33,245,8.288501,
33,326,8.085065,
33,259,7.954831,
33,689,7.892447,
33,332,7.838972,
33,286,7.7949176,
34,300,8.838679,
34,331,8.357954,
34,327,7.920646,
34,302,7.900627,
34,326,7.70058,
34,340,7.652271,
34,748,7.6482882,
34,333,7.520958,
34,313,7.4597664,
34,307,7.451053,
35,323,9.16568,
35,988,8.630597,
35,682,8.43334,
35,322,8.4307,
35,304,8.226384,
35,294,8.148844,
35,678,8.034293,
35,245,7.7307234,
35,879,7.7288065,
35,299,7.615936,
36,300,8.242616,
36,289,7.5055695,
36,326,7.4562697,
36,301,7.4520164,
36,322,7.4288726,
36,328,7.4160943,
36,682,7.4026065,
36,245,7.3238964,
36,327,7.2698083,
36,243,7.246605,
37,96,9.289665,
37,121,9.169952,
37,550,8.934025,
37,227,8.816242,
37,181,8.669962,
37,229,8.1508665,
37,144,8.007395,
37,449,7.9085317,
37,228,7.8579307,
37,184,7.6249666,
38,71,6.7665877,
38,294,6.5507097,
38,181,6.131345,
38,755,5.9361615,
38,443,5.849512,
38,50,5.760317,
38,393,5.7020936,
38,98,5.6839304,
38,210,5.653035,
38,121,5.587277,
39,750,9.331853,
39,311,8.632619,
39,751,8.445682,
39,316,8.364703,
39,300,8.140363,
39,340,8.084532,
39,344,8.075561,
39,690,8.021919,
39,346,7.7922034,
39,312,7.6799226,
40,313,9.743714,
40,302,9.6411,
40,300,9.556868,
40,288,9.331642,
40,690,9.011996,
40,327,8.683146,
40,301,8.577404,
40,270,8.549496,
40,307,8.521788,
40,748,8.416613,
41,172,8.961386,
41,50,8.871854,
41,174,8.854402,
41,127,8.558596,
41,357,8.459075,
41,22,8.440511,
41,187,8.319098,
41,210,8.286964,
41,483,8.186348,
41,204,8.163253,
42,121,8.062134,
42,196,7.39198,
42,1028,6.972723,
42,186,6.964889,
42,393,6.916128,
42,56,6.7961383,
42,476,6.5543613,
42,117,6.5147038,
42,77,6.4407525,
42,739,6.3643727,
43,181,8.014796,
43,50,7.860548,
43,274,7.7838283,
43,97,7.6849875,
43,204,7.6409054,
43,202,7.3460217,
43,739,7.0074,
43,71,7.004776,
43,275,6.933447,
43,255,6.8641014,
44,210,8.678994,
44,204,8.434881,
44,117,8.169391,
44,127,8.151202,
44,234,8.134885,
44,118,8.006865,
44,186,7.9657726,
44,79,7.9208694,
44,265,7.8691535,
44,28,7.7061243,
45,121,9.510363,
45,222,9.007414,
45,405,8.97052,
45,117,8.693724,
45,235,8.69135,
45,1028,8.360663,
45,546,8.313324,
45,125,8.26472,
45,240,8.212105,
45,410,8.024718,
46,302,8.094197,
46,258,8.001947,
46,269,7.977244,
46,313,7.9364276,
46,268,7.814963,
46,100,7.5385275,
46,340,7.473734,
46,475,6.912167,
46,301,6.799907,
46,346,6.6700172,
47,268,8.989045,
47,319,8.899074,
47,300,8.831787,
47,242,8.642677,
47,327,8.257161,
47,690,8.187067,
47,294,8.109102,
47,245,8.06279,
47,303,8.045988,
47,331,7.911031,
48,603,7.6461043,
48,357,7.3352895,
48,484,7.2513423,
48,482,7.105758,
48,520,7.0393353,
48,197,6.9608164,
48,194,6.956265,
48,187,6.8401976,
48,258,6.7796226,
48,134,6.7666245,
49,475,7.1799083,
49,288,6.723329,
49,24,6.6619706,
49,168,5.920187,
49,109,5.652214,
49,100,5.544374,
49,222,5.528171,
49,408,5.489368,
49,150,5.3824883,
49,179,5.3173,
50,293,7.444245,
50,129,7.4230795,
50,221,7.4162416,
50,93,7.35308,
50,276,7.205072,
50,273,7.1250777,
50,919,7.053552,
50,100,6.999543,
50,150,6.9550033,
50,302,6.7429395,
51,183,9.264222,
51,96,9.081968,
51,174,8.919923,
51,195,8.68397,
51,98,8.626106,
51,56,8.453229,
51,79,8.378794,
51,50,8.268241,
51,176,8.129722,
51,265,8.012375,
52,1,9.508057,
52,237,9.356883,
52,276,8.791164,
52,14,8.597539,
52,275,8.570779,
52,286,8.427754,
52,50,8.353387,
52,9,8.1461,
52,124,8.000023,
52,127,7.9594507,
53,181,10.811306,
53,1,10.63073,
53,222,10.361242,
53,117,10.094322,
53,127,9.966709,
53,405,9.736131,
53,7,9.554388,
53,100,9.437994,
53,237,9.064359,
53,15,8.7289295,
54,300,9.093028,
54,117,8.728504,
54,294,8.613946,
54,257,8.287826,
54,597,8.234694,
54,222,8.192439,
54,7,7.986901,
54,678,7.747221,
54,1016,7.6722007,
54,100,7.650183,
55,222,10.045011,
55,127,9.872957,
55,96,9.069038,
55,252,9.010264,
55,172,8.939888,
55,1,8.930325,
55,174,8.638294,
55,250,8.354853,
55,298,8.272152,
55,195,8.177244,
56,210,8.697226,
56,121,7.765245,
56,393,7.3329906,
56,204,7.2995815,
56,97,6.8094153,
56,739,6.7742004,
56,423,6.727333,
56,99,6.7209134,
56,231,6.639159,
56,73,6.61875,
57,118,8.616517,
57,237,8.117892,
57,455,8.1136,
57,15,8.102308,
57,235,7.9383783,
57,24,7.9242015,
57,25,7.9042444,
57,257,7.8420386,
57,742,7.607827,
57,240,7.557615,
58,127,6.437939,
58,302,6.428647,
58,179,6.001476,
58,258,5.8860917,
58,515,5.809543,
58,318,5.6708155,
58,169,5.6659155,
58,209,5.663736,
58,168,5.603197,
58,14,5.5954723,
59,69,6.3328295,
59,210,6.3244834,
59,186,6.3232017,
59,127,6.308505,
59,655,5.9463034,
59,183,5.9424343,
59,173,5.930234,
59,143,5.913917,
59,194,5.9137015,
59,153,5.891372,
60,183,7.4753175,
60,127,7.273032,
60,520,7.0917625,
60,135,6.8947296,
60,100,6.7973475,
60,357,6.7718697,
60,504,6.717009,
60,195,6.710201,
60,132,6.650729,
60,521,6.6201944,
61,313,9.30237,
61,750,8.902837,
61,315,8.767861,
61,272,8.431213,
61,258,8.263031,
61,689,8.193571,
61,307,8.007023,
61,879,7.749516,
61,302,7.6242337,
61,333,7.583037,
62,100,6.5421095,
62,25,6.2889605,
62,69,6.1912813,
62,168,6.108771,
62,172,6.0952544,
62,82,5.97906,
62,127,5.8544345,
62,24,5.851867,
62,97,5.8237724,
62,79,5.7381773,
63,276,7.505387,
63,275,7.48599,
63,151,7.2732005,
63,269,7.147653,
63,7,7.143843,
63,124,7.1231074,
63,235,7.03975,
63,127,6.9977584,
63,242,6.972813,
63,293,6.8840175,
64,50,9.004199,
64,204,7.8607335,
64,258,7.781522,
64,96,7.6889133,
64,28,7.2945685,
64,100,7.272083,
64,121,7.032386,
64,515,6.7596426,
64,238,6.725326,
64,180,6.685013,
65,69,7.6790085,
65,204,7.6327543,
65,191,7.330356,
65,88,7.204621,
65,357,7.0370197,
65,98,6.9389358,
65,286,6.768577,
65,655,6.700322,
65,50,6.635093,
65,66,6.6173687,
66,50,9.577019,
66,222,9.370867,
66,117,9.215191,
66,118,8.7148905,
66,405,8.592411,
66,678,8.378554,
66,742,8.309519,
66,252,8.267365,
66,748,8.20472,
66,151,8.187521,
67,121,9.5513,
67,118,9.149614,
67,597,8.924263,
67,546,8.851021,
67,410,8.656138,
67,24,8.344696,
67,222,8.321863,
67,685,8.242865,
67,742,8.08556,
67,411,8.036226,
68,1,10.915425,
68,100,10.601257,
68,15,10.196004,
68,294,10.176779,
68,151,9.920963,
68,222,9.7843485,
68,300,9.515696,
68,405,9.496434,
68,9,9.277497,
68,471,9.063673,
69,100,9.798734,
69,50,9.546342,
69,127,9.291683,
69,124,8.632244,
69,181,8.529024,
69,276,8.327834,
69,327,8.091378,
69,1,8.091133,
69,286,8.047607,
69,121,7.969046,
70,95,8.195701,
70,195,7.3876805,
70,144,7.3719826,
70,8,7.2630596,
70,258,7.223249,
70,969,7.112524,
70,151,6.9703474,
70,294,6.9312797,
70,271,6.916968,
70,28,6.8877234,
71,127,10.021049,
71,7,8.951158,
71,124,8.920269,
71,515,8.9020605,
71,1,8.766282,
71,181,8.764195,
71,258,8.272771,
71,56,8.227932,
71,137,8.101818,
71,269,8.078066,
72,100,7.4024806,
72,183,7.1801124,
72,12,6.851863,
72,22,6.821075,
72,195,6.7644176,
72,11,6.5789685,
72,216,6.4875345,
72,483,6.458619,
72,204,6.4240465,
72,185,6.372333,
73,168,8.63645,
73,268,8.090492,
73,50,8.04428,
73,258,7.9256754,
73,269,7.75156,
73,204,7.732873,
73,100,7.716514,
73,191,7.6226993,
73,210,7.5475645,
73,181,7.527171,
74,286,10.806026,
74,258,9.971806,
74,269,9.547707,
74,289,9.188769,
74,327,9.085406,
74,748,9.077398,
74,340,8.563903,
74,319,8.392428,
74,307,8.348815,
74,242,8.289668,
75,237,9.020786,
75,405,8.695472,
75,222,8.607997,
75,15,8.468788,
75,181,8.420946,
75,125,8.072776,
75,742,8.063494,
75,50,8.057771,
75,100,7.784892,
75,257,7.7020187,
76,268,8.296295,
76,302,7.4760137,
76,475,7.2623053,
76,340,6.151613,
76,124,6.0526433,
76,32,5.9558587,
76,346,5.914843,
76,11,5.828785,
76,273,5.763741,
76,319,5.755211,
77,181,8.9093485,
77,174,8.565399,
77,56,8.427529,
77,172,8.291056,
77,210,8.209121,
77,204,8.060874,
77,121,7.878024,
77,7,7.84797,
77,98,7.8050904,
77,100,7.7943068,
78,258,8.0386095,
78,300,7.781506,
78,815,7.687635,
78,1,7.531737,
78,15,7.4203005,
78,301,7.3927,
78,287,7.291916,
78,111,7.274244,
78,275,7.2688966,
78,13,7.2067757,
79,242,8.5475025,
79,286,8.440368,
79,14,8.266549,
79,302,8.136023,
79,475,7.8757215,
79,137,7.522267,
79,275,7.142967,
79,340,7.0729456,
79,305,6.8476768,
79,319,6.803328,
80,127,8.482611,
80,286,8.411366,
80,56,8.1949625,
80,98,7.931689,
80,357,7.922723,
80,191,7.8113666,
80,318,7.8044205,
80,427,7.7082253,
80,187,7.6371427,
80,603,7.5839977,
81,1,8.632587,
81,240,8.326508,
81,235,8.287924,
81,111,8.12478,
81,411,7.770317,
81,410,7.70512,
81,13,7.395117,
81,15,7.3855996,
81,118,7.348001,
81,24,7.169689,
82,50,7.847987,
82,117,7.1553764,
82,225,6.0841985,
82,742,6.038694,
82,204,6.016664,
82,98,5.973003,
82,515,5.8907275,
82,240,5.8137145,
82,257,5.777321,
82,95,5.774647,
83,237,7.5156336,
83,405,7.511961,
83,274,7.231607,
83,25,7.082638,
83,15,7.080092,
83,742,6.96697,
83,1,6.8424826,
83,117,6.8284497,
83,225,6.822872,
83,472,6.6652775,
84,121,8.5633,
84,127,8.398844,
84,50,8.23695,
84,118,8.18744,
84,181,8.136292,
84,9,7.879511,
84,125,7.864113,
84,284,7.653237,
84,471,7.6131554,
84,282,7.265183,
85,204,6.3757257,
85,69,6.159055,
85,56,5.9835296,
85,435,5.836968,
85,196,5.760227,
85,22,5.73124,
85,12,5.614741,
85,603,5.6089587,
85,190,5.5498166,
85,175,5.532209,
86,294,7.7949576,
86,748,7.733308,
86,690,7.6498895,
86,321,7.6366878,
86,288,7.587763,
86,322,7.496774,
86,323,7.4932156,
86,292,7.442857,
86,304,7.3646526,
86,268,7.2736125,
87,181,5.153766,
87,399,5.1513433,
87,692,5.093083,
87,168,5.063444,
87,73,5.0192766,
87,161,4.9447317,
87,173,4.9442697,
87,746,4.775338,
87,154,4.7019167,
87,231,4.5989366,
88,269,7.9117503,
88,690,7.5836024,
88,312,7.253083,
88,339,7.2464805,
88,272,7.2029757,
88,340,7.176167,
88,347,7.1630926,
88,328,7.1110063,
88,305,7.07803,
88,303,6.982478,
89,70,9.077997,
89,116,8.931381,
89,285,8.608467,
89,237,8.27022,
89,286,8.1589365,
89,276,7.751342,
89,258,7.492484,
89,274,7.490456,
89,382,7.241744,
89,289,7.182984,
90,582,6.9454517,
90,197,6.919035,
90,483,6.913664,
90,275,6.7780285,
90,528,6.4010563,
90,9,6.152177,
90,487,6.0868278,
90,509,6.0146804,
90,513,5.991228,
90,660,5.990923,
91,300,8.431962,
91,286,8.212203,
91,183,7.8067527,
91,133,7.560669,
91,510,7.4769807,
91,603,7.469545,
91,294,7.456587,
91,258,7.397588,
91,243,7.340216,
91,199,7.3277645,
92,742,7.0634627,
92,151,6.860561,
92,181,6.8176384,
92,1,6.345557,
92,475,6.1802454,
92,597,6.086751,
92,161,6.0307794,
92,217,6.021776,
92,70,6.0187154,
92,216,6.0115047,
93,25,9.540305,
93,1,9.334018,
93,237,9.332877,
93,151,8.932329,
93,756,8.58907,
93,274,8.585862,
93,111,8.578558,
93,405,8.465946,
93,1028,8.367883,
93,411,8.106011,
94,98,6.4449863,
94,210,6.392363,
94,176,6.075512,
94,121,6.0670133,
94,79,5.9706955,
94,12,5.838486,
94,226,5.8143597,
94,655,5.7736044,
94,195,5.7629323,
94,202,5.549215,
95,71,7.0689898,
95,228,6.9418697,
95,174,6.8875446,
95,385,6.799942,
95,566,6.3823385,
95,202,6.3673277,
95,28,6.267346,
95,181,6.204374,
95,230,6.0856576,
95,183,5.997016,
96,185,8.432931,
96,175,8.332888,
96,89,8.269446,
96,135,7.7804365,
96,172,7.748331,
96,179,7.6956725,
96,603,7.656663,
96,496,7.5999393,
96,180,7.562677,
96,357,7.525567,
97,474,8.440055,
97,174,8.219225,
97,56,8.074419,
97,96,7.707048,
97,98,7.5133734,
97,176,7.4718013,
97,181,7.3785105,
97,187,7.328526,
97,127,7.2748656,
97,483,7.2227387,
98,663,7.8001966,
98,514,6.983311,
98,204,6.9228005,
98,194,6.8296437,
98,8,6.7790003,
98,173,6.7639074,
98,208,6.7406344,
98,357,6.6894836,
98,216,6.667395,
98,197,6.639194,
99,121,9.173376,
99,7,8.326071,
99,222,7.9305177,
99,151,7.909999,
99,546,7.790016,
99,597,7.671726,
99,273,7.578892,
99,24,7.435214,
99,282,7.4170103,
99,235,7.364179,
100,313,9.954765,
100,689,9.016383,
100,347,8.969808,
100,343,8.967484,
100,272,8.828674,
100,315,8.685612,
100,307,8.527374,
100,311,8.497833,
100,333,8.116239,
100,301,8.095852,
101,756,9.270517,
101,546,9.221344,
101,597,9.186076,
101,15,8.850041,
101,685,8.710011,
101,25,8.60437,
101,410,8.438112,
101,235,8.280606,
101,871,8.269492,
101,476,8.110172,
102,172,7.612991,
102,258,7.568633,
102,195,7.3711023,
102,385,7.1648846,
102,403,6.9665084,
102,227,6.94429,
102,222,6.8904567,
102,7,6.872317,
102,229,6.6380982,
102,230,6.3369894,
103,1,9.815664,
103,222,9.57899,
103,100,8.900956,
103,237,8.670482,
103,7,8.552424,
103,15,8.430539,
103,174,8.313604,
103,151,8.223331,
103,172,8.159846,
103,258,8.120932,
104,286,8.263216,
104,298,7.6190567,
104,1,7.5856886,
104,748,7.511698,
104,121,7.4461484,
104,124,7.4321456,
104,222,7.3750305,
104,742,7.2285905,
104,340,7.1725616,
104,151,7.172551,
105,300,10.750284,
105,313,10.716883,
105,328,9.870542,
105,748,9.831609,
105,294,9.802031,
105,245,9.364554,
105,346,9.196575,
105,750,9.014303,
105,301,9.00735,
105,343,9.004791,
106,97,7.9779453,
106,69,7.6525826,
106,83,7.6264877,
106,204,7.5929465,
106,318,7.421232,
106,283,7.307817,
106,237,7.2754865,
106,215,7.254611,
106,66,7.182991,
106,724,7.0063815,
107,269,9.44676,
107,288,9.102573,
107,340,8.836727,
107,313,8.637273,
107,328,8.577829,
107,748,8.284462,
107,301,8.267637,
107,245,8.228604,
107,270,8.211252,
107,307,8.18935,
108,1,9.555306,
108,181,9.133965,
108,257,8.756849,
108,15,8.664157,
108,121,8.41921,
108,117,8.259718,
108,276,8.128978,
108,118,7.9193273,
108,151,7.9186425,
108,283,7.873899,
109,56,7.3391275,
109,151,7.2646337,
109,385,7.21017,
109,96,6.9272046,
109,288,6.8175974,
109,172,6.737267,
109,100,6.695806,
109,204,6.67618,
109,235,6.5205884,
109,38,6.5167484,
110,354,6.62535,
110,781,6.478671,
110,62,6.4014983,
110,29,6.3989244,
110,328,6.2542167,
110,356,6.075801,
110,161,6.074489,
110,761,6.072917,
110,4,5.986349,
110,33,5.890676,
111,269,10.306048,
111,347,9.488483,
111,750,9.0809965,
111,690,8.760451,
111,300,8.495898,
111,316,8.453418,
111,312,8.353969,
111,306,8.252411,
111,345,7.9830723,
111,258,7.8552437,
112,300,10.484154,
112,313,9.70334,
112,340,9.20446,
112,301,9.150687,
112,307,8.970601,
112,315,8.821862,
112,288,8.768927,
112,326,8.648579,
112,305,8.57529,
112,268,8.448929,
113,288,8.274959,
113,258,7.5015554,
113,872,7.496103,
113,748,7.2044673,
113,298,7.104803,
113,100,7.075354,
113,293,7.0635076,
113,322,6.866854,
113,295,6.8463755,
113,276,6.4746604,
114,187,8.0094795,
114,514,7.9610505,
114,56,7.941627,
114,179,7.6146755,
114,135,7.5852947,
114,174,7.552186,
114,168,7.475918,
114,511,7.4023023,
114,96,7.3424416,
114,523,7.331503,
115,100,9.707864,
115,276,7.831476,
115,64,7.588993,
115,98,7.548761,
115,182,7.4488964,
115,1,7.2883697,
115,318,7.1565866,
115,79,7.0269403,
115,180,6.9185514,
115,591,6.90401,
116,313,7.856555,
116,269,7.486599,
116,690,6.798089,
116,346,6.564834,
116,327,6.5640626,
116,127,6.508486,
116,886,6.403745,
116,748,6.3803797,
116,242,6.35086,
116,298,6.144273,
117,294,8.83957,
117,118,8.057612,
117,24,7.9884753,
117,258,7.6912117,
117,455,7.6774797,
117,127,7.65195,
117,100,7.6177335,
117,240,7.4701543,
117,273,7.3336344,
117,235,7.332233,
118,234,8.1705,
118,183,8.130834,
118,100,7.9234195,
118,12,7.5732985,
118,558,7.5613346,
118,436,7.4495726,
118,218,7.2595496,
118,443,7.1181316,
118,11,7.0954447,
118,219,7.087853,
119,117,5.7624273,
119,50,5.5658655,
119,1,5.5602055,
119,118,5.3892016,
119,252,5.311321,
119,258,5.2520084,
119,127,5.0432606,
119,100,4.9952974,
119,284,4.973501,
119,748,4.9270267,
120,121,10.437666,
120,100,9.8876295,
120,222,9.843852,
120,405,9.774103,
120,181,9.723279,
120,127,9.675961,
120,742,9.537939,
120,471,9.330895,
120,300,9.136662,
120,276,9.084646,
121,286,9.7382345,
121,1,9.102193,
121,127,9.085526,
121,15,8.375399,
121,258,8.18672,
121,283,8.08809,
121,222,8.047762,
121,111,7.9960814,
121,294,7.990799,
121,285,7.8228054,
122,735,7.553199,
122,97,7.4239345,
122,318,7.283601,
122,196,7.2804103,
122,216,7.2026057,
122,462,7.0873947,
122,213,6.9396577,
122,88,6.6256022,
122,170,6.615729,
122,238,6.606274,
123,285,7.633181,
123,507,7.454706,
123,603,7.444909,
123,191,7.3023868,
123,482,7.1911993,
123,705,7.097251,
123,478,7.0260468,
123,237,6.859048,
123,133,6.8389845,
123,357,6.7161117,
124,89,8.172098,
124,183,8.076716,
124,181,8.0572405,
124,79,7.8785973,
124,56,7.798224,
124,175,7.78634,
124,22,7.7510123,
124,228,7.7487044,
124,176,7.6922603,
124,265,7.661837,
125,154,6.09074,
125,428,5.9605985,
125,655,5.5775256,
125,216,5.411131,
125,692,5.228206,
125,169,5.1051364,
125,739,5.0581927,
125,432,4.9748383,
125,746,4.965151,
125,381,4.92834,
126,331,7.6730485,
126,748,7.499849,
126,313,7.4986234,
126,689,7.452742,
126,269,7.4239473,
126,270,7.3442526,
126,307,7.277825,
126,332,7.2658925,
126,333,7.215447,
126,288,7.2084136,
127,258,9.192813,
127,751,9.097603,
127,181,8.493769,
127,313,8.482391,
127,300,8.068575,
127,172,7.8471155,
127,358,7.700288,
127,678,7.576168,
127,538,7.428778,
127,250,7.0675697,
128,660,7.5320926,
128,699,7.2265472,
128,318,7.101383,
128,739,6.924878,
128,204,6.862493,
128,275,6.635451,
128,724,6.6284738,
128,132,6.5787263,
128,286,6.4441495,
128,162,6.3981924,
129,301,9.027638,
129,690,8.991428,
129,258,8.911211,
129,340,8.698252,
129,305,8.51801,
129,328,8.362803,
129,750,8.287019,
129,289,8.253241,
129,306,8.25188,
129,315,8.163824,
130,121,7.014941,
130,50,6.7544622,
130,678,6.398965,
130,748,6.1532035,
130,260,5.837363,
130,96,5.805134,
130,56,5.5523605,
130,323,5.4703097,
130,79,5.4089775,
130,184,5.351306,
131,285,10.524723,
131,14,10.093085,
131,242,9.114686,
131,116,8.923018,
131,237,8.443599,
131,13,8.371243,
131,301,7.918879,
131,303,7.8862805,
131,283,7.8549647,
131,306,7.7669935,
132,475,7.9637628,
132,7,7.8387403,
132,276,7.837188,
132,14,7.4981737,
132,1,6.9404936,
132,514,6.72143,
132,9,6.670355,
132,221,6.6107984,
132,129,6.6065335,
132,273,6.5906997,
133,269,9.39927,
133,690,9.165581,
133,748,9.112422,
133,301,9.1019535,
133,323,9.10159,
133,347,8.703904,
133,304,8.687836,
133,302,8.652575,
133,326,8.64722,
